record_id,plant_id,part_number,part_name,quantity,unit,weight_kg,production_date,ship_date,customer_id,status,last_modified
R-01222,B,GEAR-118,Gear Assembly 118,88,mm,6.05,2024-08-07,2024-08-18,CU-0036,in_qa,2024-08-19
R-01223,A,BOLT-142,Bolt Assembly 142,3314,mm,66.8,2024-08-24,2024-09-11,CU-0191,completed,2024-09-12
R-01224,C,PLTE_136,Plte Assembly 136,1329,mm,22.0,2026-02-27,2026-04-05,CU-0182,completed,2026-04-06
R-01225,C,RING_119,Ring Assembly 119,4733,mm,20.59,2025-05-04,2025-06-05,CU-0175,shipped,2025-06-06
R-01226,A,GEAR-131,Gear Assembly 131,4593,mm,49.35,2024-01-22,2024-02-26,CU-0224,shipped,2024-02-27
R-01227,B,CASE-117,Case Assembly 117,13,mm,72.08,2025-11-01,2025-12-09,CU-0019,completed,2025-12-10
R-01228,B,RING-111,Ring Assembly 111,34,mm,6.33,2025-09-06,2025-10-15,CU-0010,shipped,2025-10-16
R-01229,B,RING-145,Ring Assembly 145,112,mm,49.29,2026-03-18,2026-04-24,CU-0054,completed,2026-04-25
R-01230,B,BOLT-144,Bolt Assembly 144,3252,mm,10.1,2024-04-15,2024-05-10,CU-0057,shipped,2024-05-11
R-01231,A,RING-137,Ring Assembly 137,1804,mm,57.84,2024-09-23,2024-11-03,CU-0102,completed,2024-11-04
R-01232,A,GEAR-147,Gear Assembly 147,4316,mm,33.59,2024-03-08,2024-04-04,CU-0105,shipped,2024-04-05
R-01233,A,SHFT-146,Shft Assembly 146,1136,mm,48.46,2024-07-31,2024-08-03,CU-0199,pending,2024-08-04
R-01234,B,RING-114,Ring Assembly 114,2076,mm,67.98,2025-02-15,2025-03-11,CU-0153,in_qa,2025-03-12
R-01235,B,RING-134,Ring Assembly 134,4681,mm,3.74,2024-07-20,2024-08-11,CU-0171,completed,2024-08-12
R-01236,B,VALV-119,Valv Assembly 119,643,mm,46.15,2024-09-08,2024-10-08,CU-0225,shipped,2024-10-09
R-01237,A,RING-137,Ring Assembly 137,2541,mm,55.32,2024-04-14,2024-05-05,CU-0022,completed,2024-05-06
R-01238,C,SHFT_111,Shft Assembly 111,2515,mm,12.64,2026-01-09,2026-01-27,CU-0188,shipped,2026-01-28
R-01239,C,CASE_117,Case Assembly 117,3475,mm,73.66,2025-08-26,2025-09-24,CU-0110,shipped,2025-09-25
R-01240,C,RING_101,Ring Assembly 101,2276,mm,41.95,2026-02-22,2026-03-05,CU-0110,completed,2026-03-06
R-01241,B,SHFT-121,Shft Assembly 121,37,mm,70.42,2025-12-22,2025-12-25,CU-0030,in_qa,2025-12-26
R-01242,A,GEAR-126,Gear Assembly 126,1719,mm,59.91,2024-08-19,2024-09-25,CU-0115,shipped,2024-09-26
R-01243,A,GEAR-141,Gear Assembly 141,2118,mm,57.43,2024-03-15,2024-03-17,CU-0074,shipped,2024-03-18
R-01244,A,CASE-105,Case Assembly 105,190,mm,52.3,2024-05-18,2024-05-28,CU-0052,completed,2024-05-29
R-01245,A,BRKT-121,Brkt Assembly 121,758,mm,11.08,2024-11-18,2024-12-09,CU-0109,pending,2024-12-10
R-01246,C,CASE_128,Case Assembly 128,2918,mm,65.74,2026-05-02,2026-05-15,CU-0239,completed,2026-05-16
R-01247,A,SHFT-118,Shft Assembly 118,1753,mm,72.65,2026-03-11,2026-04-05,CU-0158,in_qa,2026-04-06
R-01248,C,SHFT_102,Shft Assembly 102,1491,mm,24.65,2025-02-07,2025-03-19,CU-0088,in_qa,2025-03-20
R-01249,A,VALV-131,Valv Assembly 131,2984,mm,9.39,2025-03-16,2025-04-04,CU-0058,in_qa,2025-04-05
R-01250,A,BOLT-136,Bolt Assembly 136,3649,mm,37.51,2024-04-19,2024-05-16,CU-0211,completed,2024-05-17
R-01251,B,BOLT-127,Bolt Assembly 127,4256,mm,53.23,2024-03-18,2024-04-07,CU-0011,shipped,2024-04-08
R-01252,B,RING-136,Ring Assembly 136,3175,mm,67.07,2024-12-28,2025-01-26,CU-0239,shipped,2025-01-27
R-01253,B,VALV-138,Valv Assembly 138,937,mm,42.75,2024-08-26,2024-09-02,CU-0173,completed,2024-09-03
R-01254,A,PLTE-129,Plte Assembly 129,2267,mm,51.28,2025-08-14,2025-09-10,CU-0158,shipped,2025-09-11
R-01255,A,GEAR-138,Gear Assembly 138,4462,mm,70.92,2024-09-29,2024-10-23,CU-0143,shipped,2024-10-24
R-01256,A,PLTE-138,Plte Assembly 138,2544,mm,50.12,2024-02-15,2024-03-20,CU-0146,shipped,2024-03-21
R-01257,B,VALV-149,Valv Assembly 149,3906,mm,61.96,2026-02-14,2026-03-30,CU-0069,shipped,2026-03-31
R-01258,B,PLTE-143,Plte Assembly 143,3988,mm,29.62,2025-01-10,2025-01-19,CU-0233,completed,2025-01-20
R-01259,A,CASE-134,Case Assembly 134,3223,mm,60.05,2024-10-05,2024-10-21,CU-0200,shipped,2024-10-22
R-01260,B,BRKT-123,Brkt Assembly 123,1566,mm,28.6,2024-08-24,2024-09-15,CU-0010,in_qa,2024-09-16
R-01261,C,RING_117,Ring Assembly 117,856,mm,13.8,2025-07-30,2025-09-04,CU-0154,shipped,2025-09-05
R-01262,B,CASE-124,Case Assembly 124,103,mm,5.74,2026-02-02,2026-02-09,CU-0124,in_qa,2026-02-10
R-01263,B,GEAR-129,Gear Assembly 129,238,mm,9.4,2024-02-03,2024-03-18,CU-0138,completed,2024-03-19
R-01264,B,BRKT-102,Brkt Assembly 102,2082,mm,58.55,2025-11-14,2025-11-28,CU-0141,shipped,2025-11-29
R-01265,A,VALV-147,Valv Assembly 147,2616,mm,71.21,2026-03-17,2026-04-28,CU-0130,shipped,2026-04-29
R-01266,B,RING-137,Ring Assembly 137,164,mm,54.79,2026-05-09,2026-05-15,CU-0225,in_qa,2026-05-16
R-01267,B,GEAR-119,Gear Assembly 119,56,mm,78.66,2026-01-01,2026-01-16,CU-0075,shipped,2026-01-17
R-01268,C,VALV_103,Valv Assembly 103,4357,mm,39.57,2025-09-10,2025-10-13,CU-0036,completed,2025-10-14
R-01269,A,SHFT-118,Shft Assembly 118,2812,mm,71.73,2024-06-02,2024-06-09,CU-0214,shipped,2024-06-10
R-01270,A,VALV-126,Valv Assembly 126,359,mm,54.53,2024-08-02,2024-08-12,CU-0151,shipped,2024-08-13
R-01271,B,VALV-109,Valv Assembly 109,54,mm,58.42,2026-03-01,2026-03-24,CU-0182,shipped,2026-03-25
R-01272,B,CASE-120,Case Assembly 120,1000,mm,8.32,2024-07-22,2024-08-10,CU-0099,shipped,2024-08-11
R-01273,C,RING_142,Ring Assembly 142,4656,mm,13.87,2025-07-10,2025-07-28,CU-0089,in_qa,2025-07-29
R-01274,B,RING-130,Ring Assembly 130,4093,mm,29.28,2024-06-05,2024-06-29,CU-0022,completed,2024-06-30
R-01275,C,SHFT_140,Shft Assembly 140,3816,mm,75.22,2024-10-03,2024-11-03,CU-0214,shipped,2024-11-04
R-01276,A,BRKT-105,Brkt Assembly 105,4459,mm,12.45,2025-12-05,2025-12-19,CU-0052,pending,2025-12-20
R-01277,A,BOLT-140,Bolt Assembly 140,2894,mm,2.45,2024-11-14,2024-12-14,CU-0094,completed,2024-12-15
R-01278,A,BOLT-135,Bolt Assembly 135,1921,mm,2.88,2024-06-07,2024-07-11,CU-0210,shipped,2024-07-12
R-01279,A,SHFT-108,Shft Assembly 108,2406,mm,18.15,2025-03-30,2025-05-09,CU-0106,shipped,2025-05-10
R-01280,B,BOLT-124,Bolt Assembly 124,4340,mm,40.9,2025-08-03,2025-08-11,CU-0003,completed,2025-08-12
R-01281,C,VALV_110,Valv Assembly 110,368,mm,30.17,2025-11-15,2025-12-11,CU-0106,shipped,2025-12-12
R-01282,A,VALV-128,Valv Assembly 128,687,mm,76.6,2026-01-09,2026-01-30,CU-0091,in_qa,2026-01-31
R-01283,A,PLTE-122,Plte Assembly 122,4797,mm,7.38,2024-01-09,2024-01-22,CU-0065,shipped,2024-01-23
R-01284,C,PLTE_133,Plte Assembly 133,1306,mm,40.47,2026-04-27,2026-05-17,CU-0212,shipped,2026-05-18
R-01285,B,PLTE-121,Plte Assembly 121,79,mm,44.71,2025-08-19,2025-09-18,CU-0093,completed,2025-09-19
R-01286,C,GEAR_126,Gear Assembly 126,1158,mm,60.47,2025-09-28,2025-10-31,CU-0094,shipped,2025-11-01
R-01287,A,SHFT-111,Shft Assembly 111,4182,mm,12.75,2025-07-27,2025-08-26,CU-0109,completed,2025-08-27
R-01288,A,PLTE-116,Plte Assembly 116,3206,mm,26.14,2024-04-01,2024-04-27,CU-0223,in_qa,2024-04-28
R-01289,A,BRKT-135,Brkt Assembly 135,2890,mm,62.98,2024-05-05,2024-05-28,CU-0037,completed,2024-05-29
R-01290,A,PLTE-105,Plte Assembly 105,614,mm,0.78,2025-06-14,2025-06-26,CU-0022,shipped,2025-06-27
R-01291,A,BOLT-120,Bolt Assembly 120,2880,mm,65.66,2025-10-01,2025-10-04,CU-0221,shipped,2025-10-05
R-01292,A,SHFT-104,Shft Assembly 104,2164,mm,71.83,2025-08-26,2025-09-24,CU-0088,shipped,2025-09-25
R-01293,A,BOLT-104,Bolt Assembly 104,2148,mm,14.01,2024-04-23,2024-05-20,CU-0153,completed,2024-05-21
R-01294,B,RING-138,Ring Assembly 138,3,mm,38.68,2026-04-21,2026-05-02,CU-0016,pending,2026-05-03
R-01295,B,RING-124,Ring Assembly 124,4281,mm,75.67,2024-10-01,2024-10-13,CU-0139,completed,2024-10-14
R-01296,A,gear-100 ,Gear Assembly 100,2318,mm,78.73,2025-11-16,2025-12-14,CU-0214,shipped,2025-12-15
R-01297,C,SHFT_147,Shft Assembly 147,1042,mm,40.42,2025-12-16,2026-01-19,CU-0113,shipped,2026-01-20
R-01298,C,GEAR_119,Gear Assembly 119,1733,mm,79.05,2025-03-25,2025-04-12,CU-0200,shipped,2025-04-13
R-01299,C,GEAR_134,Gear Assembly 134,2930,mm,24.23,2025-02-01,2025-03-16,CU-0020,completed,2025-03-17
R-01300,C,GEAR_115,Gear Assembly 115,861,mm,44.47,2025-01-18,2025-01-31,CU-0046,shipped,2025-02-01
R-01301,B,PLTE-146,Plte Assembly 146,4988,mm,33.58,2024-10-20,2024-11-12,CU-0058,shipped,2024-11-13
R-01302,C,GEAR_124,Gear Assembly 124,4148,mm,56.13,2024-07-10,2024-07-18,CU-0017,shipped,2024-07-19
R-01303,B,CASE-121,Case Assembly 121,42,mm,1.54,2025-07-28,2025-09-10,CU-0089,in_qa,2025-09-11
R-01304,B, bolt-104,Bolt Assembly 104,3593,mm,13.96,2024-04-07,2024-05-09,CU-0008,completed,2024-05-10
R-01305,C,RING_120,Ring Assembly 120,635,mm,45.2,2025-05-12,2025-06-14,CU-0047,shipped,2025-06-15
R-01306,C,VALV_148,Valv Assembly 148,2808,mm,69.86,2026-01-28,2026-02-21,CU-0221,shipped,2026-02-22
R-01307,A,RING-113,Ring Assembly 113,1627,mm,78.3,2025-10-01,2025-10-29,CU-0131,shipped,2025-10-30
R-01308,A,VALV-142,Valv Assembly 142,3460,mm,73.86,2025-03-16,2025-03-27,CU-0200,completed,2025-03-28
R-01309,A,GEAR-102,Gear Assembly 102,2209,mm,73.74,2024-06-19,2024-07-25,CU-0208,completed,2024-07-26
R-01310,A,GEAR-100,Gear Assembly 100,2318,mm,78.73,2025-11-16,2025-12-14,CU-0214,shipped,2025-12-15
R-01311,B,BOLT-140,Bolt Assembly 140,4507,mm,2.42,2025-04-14,2025-05-07,CU-0157,completed,2025-05-08
R-01312,C,SHFT_124,Shft Assembly 124,4161,mm,18.1,2025-02-11,2025-03-02,CU-0038,pending,2025-03-03
R-01313,A,GEAR-101,Gear Assembly 101,3621,mm,60.36,2025-09-20,2025-10-04,CU-0073,shipped,2025-10-05
R-01314,A,RING-117,Ring Assembly 117,4191,mm,13.79,2026-03-01,2026-03-18,CU-0199,completed,2026-03-19
R-01315,B,BRKT-146,Brkt Assembly 146,3669,mm,25.31,2025-04-21,2025-04-28,CU-0158,completed,2025-04-29
R-01316,B,GEAR-141,Gear Assembly 141,488,mm,56.65,2025-04-26,2025-06-06,CX-E878,completed,2025-06-07
R-01317,B,PLTE-135,Plte Assembly 135,1077,mm,57.98,2025-07-17,2025-07-19,CU-0189,shipped,2025-07-20
R-01318,B,SHFT-131,Shft Assembly 131,29,mm,17.9,2025-10-05,2025-10-16,CU-0225,shipped,2025-10-17
R-01319,A,BRKT-123,Brkt Assembly 123,1375,mm,28.62,2024-03-05,2024-03-14,CU-0003,completed,2024-03-15
R-01320,B,GEAR-116,Gear Assembly 116,881,mm,113.2,2024-07-16,2024-07-19,CU-0153,shipped,2024-07-20
R-01321,A,VALV-132,Valv Assembly 132,482,mm,73.75,2024-01-19,2024-02-01,CU-0166,completed,2024-02-02
R-01322,A,SHFT-113,Shft Assembly 113,541,mm,65.1,2025-08-18,2025-09-02,CU-0183,completed,2025-09-03
R-01323,A,PLTE-145,Plte Assembly 145,1809,mm,74.79,2025-04-25,2025-05-28,CU-0113,completed,2025-05-29
R-01324,C,GEAR_124,Gear Assembly 124,3531,mm,56.96,2025-12-04,2025-12-30,CU-0036,in_qa,2025-12-31
R-01325,A,PLTE-103,Plte Assembly 103,3329,mm,73.99,2024-10-31,2024-11-03,CU-0121,shipped,2024-11-04
R-01326,A,GEAR-139,Gear Assembly 139,2210,mm,38.77,2024-10-11,2024-10-23,CU-0067,shipped,2024-10-24
R-01327,A,GEAR-135,Gear Assembly 135,3941,mm,25.86,2026-03-30,2026-04-21,CU-0178,completed,2026-04-22
R-01328,A,PLTE-130,Plte Assembly 130,4816,mm,63.86,2025-09-05,2025-09-10,CU-0063,shipped,2025-09-11
R-01329,A,BRKT-135,Brkt Assembly 135,2489,mm,64.8,2024-04-13,2024-05-16,CU-0213,shipped,2024-05-17
R-01330,A,BRKT-105,Brkt Assembly 105,1348,mm,12.41,2026-05-11,2026-05-12,CU-0068,shipped,2026-05-13
R-01331,B,BRKT-140,Brkt Assembly 140,38,mm,9.6,2026-05-03,2026-05-05,CU-0175,shipped,2026-05-06
R-01332,C,SHFT_106,Shft Assembly 106,815,mm,31.9,2024-07-24,2024-08-12,CU-0177,in_qa,2024-08-13
R-01333,A,VALV-131,Valv Assembly 131,671,mm,9.31,2025-01-18,2025-02-15,CU-0224,pending,2025-02-16
R-01334,A,BRKT-125,Brkt Assembly 125,3357,mm,63.59,2024-05-28,2024-06-22,CU-0044,shipped,2024-06-23
R-01335,A,SHFT-126,Shft Assembly 126,4001,mm,67.15,2024-10-29,2024-12-09,CU-0195,shipped,2024-12-10
R-01336,C,BRKT_107,Brkt Assembly 107,3447,mm,70.14,2026-04-22,2026-05-04,CU-0127,completed,2026-05-05
R-01337,C,CASE_108,Case Assembly 108,591,mm,75.67,2024-12-30,2025-02-11,CU-0029,shipped,2025-02-12
R-01338,C,VALV_138,Valv Assembly 138,3656,mm,43.61,2024-07-19,2024-08-10,CU-0029,shipped,2024-08-11
R-01339,A,RING-133,Ring Assembly 133,4577,mm,9.34,2025-09-20,2025-10-12,CU-0150,pending,2025-10-13
R-01340,C,BRKT_121,Brkt Assembly 121,3639,mm,10.9,2024-01-17,2024-01-30,CU-0082,pending,2024-01-31
R-01341,A,VALV-121,Valv Assembly 121,3218,mm,1.37,2025-08-10,2025-08-31,CU-0111,shipped,2025-09-01
R-01342,A,CASE-114,Case Assembly 114,2391,mm,77.56,2024-08-19,2024-09-25,CU-0129,in_qa,2024-09-26
R-01343,A,BRKT-139,Brkt Assembly 139,3635,mm,34.42,2025-06-18,2025-06-23,CU-0132,shipped,2025-06-24
R-01344,A,GEAR-105,Gear Assembly 105,2886,mm,73.81,2025-12-31,2026-01-22,CU-0116,shipped,2026-01-23
R-01345,B,CASE-121,Case Assembly 121,2828,mm,1.52,2026-03-17,2026-04-11,CU-0060,in_qa,2026-04-12
R-01346,C,CASE_125,Case Assembly 125,122,mm,25.41,2025-02-28,2025-03-17,CU-0085,completed,2025-03-18
R-01347,B,CASE-102,Case Assembly 102,3758,mm,53.77,2025-05-28,2025-06-15,CU-0024,shipped,2025-06-16
R-01348,C,BOLT_127,Bolt Assembly 127,606,mm,52.48,2025-10-12,2025-11-20,CU-0165,shipped,2025-11-21
R-01349,A,RING-142,Ring Assembly 142,3190,mm,13.8,2024-12-25,2025-01-22,CU-0224,completed,2025-01-23
R-01350,A,GEAR-116,Gear Assembly 116,1995,mm,11.59,2026-04-20,2026-04-24,CU-0145,in_qa,2026-04-25
R-01351,A,CASE-147,Case Assembly 147,3130,mm,33.72,2024-11-12,2024-11-22,CU-0106,completed,2024-11-23
R-01352,A,GEAR-107,Gear Assembly 107,2803,mm,15.31,2025-04-02,2025-05-09,CU-0061,completed,2025-05-10
R-01353,B,SHFT-106,Shft Assembly 106,3584,mm,33.39,2024-05-26,2024-06-27,CU-0151,completed,2024-06-28
R-01354,A,BRKT-134,Brkt Assembly 134,4789,mm,77.69,2024-03-29,2024-04-09,CU-0004,shipped,2024-04-10
R-01355,A,PLTE-149,Plte Assembly 149,4329,mm,68.71,2026-03-19,2026-04-13,CU-0086,shipped,2026-04-14
R-01356,A,PLTE-133,Plte Assembly 133,493,mm,40.2,2024-11-07,2024-11-27,CU-0229,pending,2024-11-28
R-01357,B,GEAR-120,Gear Assembly 120,39,mm,62.27,2025-07-26,2025-08-16,CU-0133,completed,2025-08-17
R-01358,A,VALV-120,Valv Assembly 120,2025,mm,53.66,2024-10-13,2024-11-16,CU-0078,pending,2024-11-17
R-01359,B,CASE-137,Case Assembly 137,2690,mm,14.59,2024-07-16,2024-08-28,CU-0128,in_qa,2024-08-29
R-01360,B,BRKT-123,Brkt Assembly 123,4661,mm,29.65,2024-06-19,2024-06-29,CU-0165,shipped,2024-06-30
R-01361,C,VALV_116,Valv Assembly 116,870,mm,25.39,2025-06-10,2025-07-07,CU-0173,shipped,2025-07-08
R-01362,B,GEAR-125,Gear Assembly 125,114,mm,57.4,2026-03-03,2026-03-21,CU-0205,shipped,2026-03-22
R-01363,C,CASE_106,Case Assembly 106,474,mm,2.12,2026-03-12,2026-04-24,CU-0140,shipped,2026-04-25
R-01364,A,VALV-147,Valv Assembly 147,4475,mm,71.56,2026-03-28,2026-04-02,CU-0177,pending,2026-04-03
R-01365,C,CASE_105,Case Assembly 105,1155,mm,50.4,2024-07-11,2024-08-24,CU-0236,shipped,2024-08-25
R-01366,A,BOLT-143,Bolt Assembly 143,4983,mm,28.58,2024-12-24,2025-01-24,CU-0174,completed,2025-01-25
R-01367,B,BOLT-109,Bolt Assembly 109,82,mm,7.94,2025-08-07,2025-08-25,CU-0055,pending,2025-08-26
R-01368,A,PLTE-105,Plte Assembly 105,2022,mm,0.8,2024-05-22,2024-06-27,CU-0113,shipped,2024-06-28
R-01369,B,PLTE-121,Plte Assembly 121,1626,mm,45.35,2026-02-25,2026-02-27,CU-0081,completed,2026-02-28
R-01370,B,SHFT-147,Shft Assembly 147,95,mm,40.76,2025-10-12,2025-11-15,CU-0181,completed,2025-11-16
R-01371,A,SHFT-104,Shft Assembly 104,3820,mm,71.68,2025-05-24,2025-06-10,CU-0069,shipped,2025-06-11
R-01372,A,PLTE-114,Plte Assembly 114,3368,mm,55.54,2024-11-26,2024-12-21,CU-0117,completed,2024-12-22
R-01373,B,BRKT-134,Brkt Assembly 134,2262,mm,75.39,2024-04-21,2024-05-08,CU-0089,completed,2024-05-09
R-01374,C,CASE_112,Case Assembly 112,1747,mm,36.01,2025-03-14,2025-04-17,CU-0099,shipped,2025-04-18
R-01375,A,RING-108,Ring Assembly 108,3366,mm,62.7,2025-09-15,2025-10-05,CU-0131,shipped,2025-10-06
R-01376,B,SHFT-111,Shft Assembly 111,4935,mm,13.04,2024-03-11,2024-03-12,CU-0023,shipped,2024-03-13
R-01377,A,VALV-126,Valv Assembly 126,2253,mm,56.92,2025-05-11,2025-06-24,CU-0116,pending,2025-06-25
R-01378,A,case-124 ,Case Assembly 124,2957,mm,5.74,2024-06-25,2024-07-01,CU-0209,shipped,2024-07-02
R-01379,B,PLTE-127,Plte Assembly 127,183,mm,32.3,2024-09-25,2024-10-01,CU-0152,completed,2024-10-02
R-01380,B,RING-112,Ring Assembly 112,109,mm,2.06,2025-07-02,2025-07-07,CU-0023,pending,2025-07-08
R-01381,B,SHFT-137,Shft Assembly 137,3296,mm,56.56,2024-02-19,2024-04-03,CU-0078,shipped,2024-04-04
R-01382,B,GEAR-112,Gear Assembly 112,631,mm,64.47,2024-08-23,2024-09-30,CU-0090,shipped,2024-10-01
R-01383,A,RING-122,Ring Assembly 122,748,mm,52.62,2025-05-06,2025-05-26,CU-0003,in_qa,2025-05-27
R-01384,A,BRKT-140,Brkt Assembly 140,2594,mm,9.52,2024-08-06,2024-08-29,CU-0129,completed,2024-08-30
R-01385,A,BRKT-129,Brkt Assembly 129,3746,mm,3.7,2024-11-25,2025-01-06,CU-0153,completed,2025-01-07
R-01386,B,VALV-126,Valv Assembly 126,1766,mm,55.53,2024-04-26,2024-05-10,CU-0033,completed,2024-05-11
R-01387,A,PLTE-119,Plte Assembly 119,3297,mm,66.17,2024-05-14,2024-06-18,CU-0070,in_qa,2024-06-19
R-01388,A,GEAR-133,Gear Assembly 133,4365,mm,5.05,2024-03-11,2024-03-14,CU-0080,shipped,2024-03-15
R-01389,A,RING-143,Ring Assembly 143,3893,mm,34.3,2026-05-03,2026-05-07,CU-0221,completed,2026-05-08
R-01390,B,RING-105,Ring Assembly 105,7,mm,78.99,2026-04-05,2026-04-11,CU-0100,pending,2026-04-12
R-01391,C,PLTE_111,Plte Assembly 111,4566,mm,55.49,2025-05-15,2025-06-01,CU-0036,shipped,2025-06-02
R-01392,A,VALV-142,Valv Assembly 142,4059,mm,72.37,2025-02-22,2025-03-29,CU-0040,shipped,2025-03-30
R-01393,C,VALV_101,Valv Assembly 101,2446,mm,19.72,2024-01-29,2024-02-25,CU-0230,shipped,2024-02-26
R-01394,B,BOLT-105,Bolt Assembly 105,3763,mm,43.47,2024-08-29,2024-09-23,CU-0133,completed,2024-09-24
R-01395,B,BRKT-124,Brkt Assembly 124,166,mm,37.05,2025-12-26,2026-01-12,CU-0038,completed,2026-01-13
R-01396,A,PLTE-123,Plte Assembly 123,4140,mm,28.64,2026-02-27,2026-03-19,CU-0024,completed,2026-03-20
R-01397,B,VALV-103,Valv Assembly 103,43,mm,39.97,2026-04-12,2026-05-11,CU-0012,completed,2026-05-12
R-01398,A,GEAR-125,Gear Assembly 125,3849,mm,57.11,2024-02-26,2024-04-09,CU-0128,shipped,2024-04-10
R-01399,B,PLTE-143,Plte Assembly 143,42,mm,30.2,2025-07-19,2025-08-23,CU-0015,completed,2025-08-24
R-01400,B,BRKT-104,Brkt Assembly 104,2287,mm,12.18,2024-04-28,2024-06-11,CU-0058,shipped,2024-06-12
R-01401,C,BRKT_103,Brkt Assembly 103,2003,mm,48.47,2024-05-23,2024-06-01,CU-0239,shipped,2024-06-02
R-01402,C,BRKT_130,Brkt Assembly 130,1802,mm,486.2,2025-08-13,2025-08-19,CU-0072,completed,2025-08-20
R-01403,B,GEAR-108,Gear Assembly 108,4185,mm,3.56,2024-11-16,2024-12-14,CU-0069,shipped,2024-12-15
R-01404,A,VALV-122,Valv Assembly 122,3138,mm,41.4,2025-12-12,2025-12-09,CU-0008,shipped,2026-01-01
R-01405,A,RING-124,Ring Assembly 124,2975,mm,77.98,2024-04-09,2024-04-27,CU-0070,completed,2024-04-28
R-01406,A,GEAR-145,Gear Assembly 145,4263,mm,39.14,2025-08-17,2025-09-25,CU-0109,shipped,2025-09-26
R-01407,A,PLTE-133,Plte Assembly 133,3011,mm,39.35,2025-10-14,2025-10-19,CU-0096,shipped,2025-10-20
R-01408,A,GEAR-111,Gear Assembly 111,2791,mm,22.23,2024-03-12,2024-04-08,CU-0176,in_qa,2024-04-09
R-01409,B,SHFT-116,Shft Assembly 116,10,mm,64.86,2025-06-15,2025-07-20,CU-0093,pending,2025-07-21
R-01410,B,BOLT-130,Bolt Assembly 130,65,mm,71.7,2026-04-27,2026-05-16,CU-0072,shipped,2026-05-17
R-01411,C,VALV_142,Valv Assembly 142,4443,mm,72.59,2026-04-20,2026-05-29,CU-0150,shipped,2026-05-30
R-01412,C,BRKT_139,Brkt Assembly 139,4156,mm,35.16,2025-03-18,2025-04-14,CU-0221,completed,2025-04-15
R-01413,A,CASE-120,Case Assembly 120,4901,mm,8.12,2026-02-10,2026-03-11,CU-0186,shipped,2026-03-12
R-01414,A,VALV-142,Valv Assembly 142,1269,mm,70.63,2026-03-11,2026-03-31,CU-0042,shipped,2026-04-01
R-01415,C,PLTE_147,Plte Assembly 147,4855,mm,79.64,2027-06-17,2025-05-15,CU-0181,completed,2025-05-16
R-01416,B,VALV-137,Valv Assembly 137,3662,mm,43.95,2025-03-24,2025-04-14,CU-0196,shipped,2025-04-15
R-01417,A,SHFT-105,Shft Assembly 105,4484,mm,19.41,2024-10-11,2024-11-22,CU-0207,shipped,2024-11-23
R-01418,B,PLTE-132,Plte Assembly 132,3471,mm,45.61,2025-05-20,2025-05-27,CU-0239,shipped,2025-05-28
R-01419,C,CASE_119,Case Assembly 119,3567,mm,5.52,2024-01-24,2024-02-06,CU-0007,pending,2024-02-07
R-01420,B,VALV-118,Valv Assembly 118,3779,mm,3.35,2024-04-21,2024-05-17,CU-0172,in_qa,2024-05-18
R-01421,A,RING-104,Ring Assembly 104,3356,mm,59.13,2025-08-11,2025-08-29,CU-0148,completed,2025-08-30
R-01422,C,SHFT_107,Shft Assembly 107,3931,mm,61.13,2025-07-05,2025-08-16,CU-0190,completed,2025-08-17
R-01423,B,BRKT-141,Brkt Assembly 141,4170,mm,38.57,2024-11-20,2024-12-15,CU-0083,in_qa,2024-12-16
R-01424,A,GEAR-111,Gear Assembly 111,242,mm,22.24,2026-02-06,2026-02-07,CU-0138,in_qa,2026-02-08
R-01425,A,BOLT-117,Bolt Assembly 117,1088,mm,57.34,2025-11-11,2025-12-07,CU-0118,pending,2025-12-08
R-01426,C,RING_146,Ring Assembly 146,1634,mm,51.07,2025-07-31,2025-08-08,CU-0198,completed,2025-08-09
R-01427,C,BRKT_134,Brkt Assembly 134,4265,mm,75.69,2024-10-03,2024-10-26,CU-0135,in_qa,2024-10-27
R-01428,C,GEAR_141,Gear Assembly 141,4022,mm,57.9,2026-01-26,2026-02-28,CU-0095,in_qa,2026-03-01
R-01429,A,BOLT-111,Bolt Assembly 111,576,mm,80.91,2024-06-24,2024-08-03,CU-0100,shipped,2024-08-04
R-01430,B,PLTE-111,Plte Assembly 111,3079,mm,54.71,2024-09-13,2024-10-23,CU-0010,shipped,2024-10-24
R-01431,B,SHFT-121,Shft Assembly 121,4917,mm,71.45,2026-04-23,2026-05-12,CU-0114,shipped,2026-05-13
R-01432,A,CASE-135,Case Assembly 135,1008,mm,64.28,2026-02-27,2026-04-11,CU-0096,shipped,2026-04-12
R-01433,B,PLTE-119,Plte Assembly 119,2693,mm,67.17,2024-02-01,2024-02-11,CU-0168,shipped,2024-02-12
R-01434,C,BOLT_124,Bolt Assembly 124,4465,mm,40.83,2024-11-21,2024-12-09,CU-0196,pending,2024-12-10
R-01435,A,BOLT-144,Bolt Assembly 144,2388,mm,10.06,2025-07-02,2025-07-06,CU-0151,shipped,2025-07-07
R-01436,C,PLTE_101,Plte Assembly 101,3326,mm,6.83,2024-10-19,2024-11-09,CU-0096,shipped,2024-11-10
R-01437,A,VALV-129,Valv Assembly 129,4831,mm,11.3,2026-02-24,2026-04-01,CU-0066,shipped,2026-04-02
R-01438,B,VALV-118,Valv Assembly 118,3151,mm,3.36,2024-06-08,2024-06-11,CU-0113,completed,2024-06-12
